planSequence	executionPhase	qualification	examYear	sourceCategory	questionLabel	questionType	questionIntent	choiceCount	correctChoiceTextCount	explanationTextCount	sourceOrigin	isSiteSourced	firestoreQuestionIdCount	sourceQuestionKey	sourceConflictStatus	sourceContentConflictCount	sourceContentConflictFields	sourceUniqueKeys	reviewQuestionId	qualifiedReviewQuestionId	sourceFile
29	phase_1_kou_existing_firestore	gas-shunin-kou	2019	法令	問10	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:law:q10	none	0	[]	"[""gas-shunin:kou:2019:law:q10:s01"", ""gas-shunin:kou:2019:law:q10:s02"", ""gas-shunin:kou:2019:law:q10:s03"", ""gas-shunin:kou:2019:law:q10:s04"", ""gas-shunin:kou:2019:law:q10:s05""]"	firestore:chiefgasengineerlicense-A-10-0046,chiefgasengineerlicense-A-10-0047,chiefgasengineerlicense-A-10-0048,chiefgasengineerlicense-A-10-0049,chiefgasengineerlicense-A-10-0050	gas-shunin-kou:firestore:chiefgasengineerlicense-A-10-0046,chiefgasengineerlicense-A-10-0047,chiefgasengineerlicense-A-10-0048,chiefgasengineerlicense-A-10-0049,chiefgasengineerlicense-A-10-0050	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
30	phase_1_kou_existing_firestore	gas-shunin-kou	2019	法令	問11	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:law:q11	none	0	[]	"[""gas-shunin:kou:2019:law:q11:s01"", ""gas-shunin:kou:2019:law:q11:s02"", ""gas-shunin:kou:2019:law:q11:s03"", ""gas-shunin:kou:2019:law:q11:s04"", ""gas-shunin:kou:2019:law:q11:s05""]"	firestore:chiefgasengineerlicense-A-10-0051,chiefgasengineerlicense-A-10-0052,chiefgasengineerlicense-A-10-0053,chiefgasengineerlicense-A-10-0054,chiefgasengineerlicense-A-10-0055	gas-shunin-kou:firestore:chiefgasengineerlicense-A-10-0051,chiefgasengineerlicense-A-10-0052,chiefgasengineerlicense-A-10-0053,chiefgasengineerlicense-A-10-0054,chiefgasengineerlicense-A-10-0055	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
31	phase_1_kou_existing_firestore	gas-shunin-kou	2019	法令	問12	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:law:q12	none	0	[]	"[""gas-shunin:kou:2019:law:q12:s01"", ""gas-shunin:kou:2019:law:q12:s02"", ""gas-shunin:kou:2019:law:q12:s03"", ""gas-shunin:kou:2019:law:q12:s04"", ""gas-shunin:kou:2019:law:q12:s05""]"	firestore:chiefgasengineerlicense-A-10-0056,chiefgasengineerlicense-A-10-0057,chiefgasengineerlicense-A-10-0058,chiefgasengineerlicense-A-10-0059,chiefgasengineerlicense-A-10-0060	gas-shunin-kou:firestore:chiefgasengineerlicense-A-10-0056,chiefgasengineerlicense-A-10-0057,chiefgasengineerlicense-A-10-0058,chiefgasengineerlicense-A-10-0059,chiefgasengineerlicense-A-10-0060	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
32	phase_1_kou_existing_firestore	gas-shunin-kou	2019	法令	問13	true_false	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:law:q13	none	0	[]	"[""gas-shunin:kou:2019:law:q13:s01"", ""gas-shunin:kou:2019:law:q13:s02"", ""gas-shunin:kou:2019:law:q13:s03"", ""gas-shunin:kou:2019:law:q13:s04"", ""gas-shunin:kou:2019:law:q13:s05""]"	firestore:chiefgasengineerlicense-A-10-0061,chiefgasengineerlicense-A-10-0062,chiefgasengineerlicense-A-10-0063,chiefgasengineerlicense-A-10-0064,chiefgasengineerlicense-A-10-0065	gas-shunin-kou:firestore:chiefgasengineerlicense-A-10-0061,chiefgasengineerlicense-A-10-0062,chiefgasengineerlicense-A-10-0063,chiefgasengineerlicense-A-10-0064,chiefgasengineerlicense-A-10-0065	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
33	phase_1_kou_existing_firestore	gas-shunin-kou	2019	法令	問14	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:law:q14	none	0	[]	"[""gas-shunin:kou:2019:law:q14:s01"", ""gas-shunin:kou:2019:law:q14:s02"", ""gas-shunin:kou:2019:law:q14:s03"", ""gas-shunin:kou:2019:law:q14:s04"", ""gas-shunin:kou:2019:law:q14:s05""]"	firestore:chiefgasengineerlicense-A-10-0066,chiefgasengineerlicense-A-10-0067,chiefgasengineerlicense-A-10-0068,chiefgasengineerlicense-A-10-0069,chiefgasengineerlicense-A-10-0070	gas-shunin-kou:firestore:chiefgasengineerlicense-A-10-0066,chiefgasengineerlicense-A-10-0067,chiefgasengineerlicense-A-10-0068,chiefgasengineerlicense-A-10-0069,chiefgasengineerlicense-A-10-0070	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
34	phase_1_kou_existing_firestore	gas-shunin-kou	2019	法令	問15	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:law:q15	none	0	[]	"[""gas-shunin:kou:2019:law:q15:s01"", ""gas-shunin:kou:2019:law:q15:s02"", ""gas-shunin:kou:2019:law:q15:s03"", ""gas-shunin:kou:2019:law:q15:s04"", ""gas-shunin:kou:2019:law:q15:s05""]"	firestore:chiefgasengineerlicense-A-10-0071,chiefgasengineerlicense-A-10-0072,chiefgasengineerlicense-A-10-0073,chiefgasengineerlicense-A-10-0074,chiefgasengineerlicense-A-10-0075	gas-shunin-kou:firestore:chiefgasengineerlicense-A-10-0071,chiefgasengineerlicense-A-10-0072,chiefgasengineerlicense-A-10-0073,chiefgasengineerlicense-A-10-0074,chiefgasengineerlicense-A-10-0075	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
35	phase_1_kou_existing_firestore	gas-shunin-kou	2019	法令	問16	true_false	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:law:q16	none	0	[]	"[""gas-shunin:kou:2019:law:q16:s01"", ""gas-shunin:kou:2019:law:q16:s02"", ""gas-shunin:kou:2019:law:q16:s03"", ""gas-shunin:kou:2019:law:q16:s04"", ""gas-shunin:kou:2019:law:q16:s05""]"	firestore:chiefgasengineerlicense-A-10-0076,chiefgasengineerlicense-A-10-0077,chiefgasengineerlicense-A-10-0078,chiefgasengineerlicense-A-10-0079,chiefgasengineerlicense-A-10-0080	gas-shunin-kou:firestore:chiefgasengineerlicense-A-10-0076,chiefgasengineerlicense-A-10-0077,chiefgasengineerlicense-A-10-0078,chiefgasengineerlicense-A-10-0079,chiefgasengineerlicense-A-10-0080	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
36	phase_1_kou_existing_firestore	gas-shunin-kou	2019	法令	問2	true_false	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:law:q02	none	0	[]	"[""gas-shunin:kou:2019:law:q02:s01"", ""gas-shunin:kou:2019:law:q02:s02"", ""gas-shunin:kou:2019:law:q02:s03"", ""gas-shunin:kou:2019:law:q02:s04"", ""gas-shunin:kou:2019:law:q02:s05""]"	firestore:chiefgasengineerlicense-A-10-0006,chiefgasengineerlicense-A-10-0007,chiefgasengineerlicense-A-10-0008,chiefgasengineerlicense-A-10-0009,chiefgasengineerlicense-A-10-0010	gas-shunin-kou:firestore:chiefgasengineerlicense-A-10-0006,chiefgasengineerlicense-A-10-0007,chiefgasengineerlicense-A-10-0008,chiefgasengineerlicense-A-10-0009,chiefgasengineerlicense-A-10-0010	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
37	phase_1_kou_existing_firestore	gas-shunin-kou	2019	法令	問3	true_false	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:law:q03	none	0	[]	"[""gas-shunin:kou:2019:law:q03:s01"", ""gas-shunin:kou:2019:law:q03:s02"", ""gas-shunin:kou:2019:law:q03:s03"", ""gas-shunin:kou:2019:law:q03:s04"", ""gas-shunin:kou:2019:law:q03:s05""]"	firestore:chiefgasengineerlicense-A-10-0011,chiefgasengineerlicense-A-10-0012,chiefgasengineerlicense-A-10-0013,chiefgasengineerlicense-A-10-0014,chiefgasengineerlicense-A-10-0015	gas-shunin-kou:firestore:chiefgasengineerlicense-A-10-0011,chiefgasengineerlicense-A-10-0012,chiefgasengineerlicense-A-10-0013,chiefgasengineerlicense-A-10-0014,chiefgasengineerlicense-A-10-0015	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
38	phase_1_kou_existing_firestore	gas-shunin-kou	2019	法令	問4	true_false	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:law:q04	none	0	[]	"[""gas-shunin:kou:2019:law:q04:s01"", ""gas-shunin:kou:2019:law:q04:s02"", ""gas-shunin:kou:2019:law:q04:s03"", ""gas-shunin:kou:2019:law:q04:s04"", ""gas-shunin:kou:2019:law:q04:s05""]"	firestore:chiefgasengineerlicense-A-10-0016,chiefgasengineerlicense-A-10-0017,chiefgasengineerlicense-A-10-0018,chiefgasengineerlicense-A-10-0019,chiefgasengineerlicense-A-10-0020	gas-shunin-kou:firestore:chiefgasengineerlicense-A-10-0016,chiefgasengineerlicense-A-10-0017,chiefgasengineerlicense-A-10-0018,chiefgasengineerlicense-A-10-0019,chiefgasengineerlicense-A-10-0020	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
39	phase_1_kou_existing_firestore	gas-shunin-kou	2019	法令	問5	true_false	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:law:q05	none	0	[]	"[""gas-shunin:kou:2019:law:q05:s01"", ""gas-shunin:kou:2019:law:q05:s02"", ""gas-shunin:kou:2019:law:q05:s03"", ""gas-shunin:kou:2019:law:q05:s04"", ""gas-shunin:kou:2019:law:q05:s05""]"	firestore:chiefgasengineerlicense-A-10-0021,chiefgasengineerlicense-A-10-0022,chiefgasengineerlicense-A-10-0023,chiefgasengineerlicense-A-10-0024,chiefgasengineerlicense-A-10-0025	gas-shunin-kou:firestore:chiefgasengineerlicense-A-10-0021,chiefgasengineerlicense-A-10-0022,chiefgasengineerlicense-A-10-0023,chiefgasengineerlicense-A-10-0024,chiefgasengineerlicense-A-10-0025	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
40	phase_1_kou_existing_firestore	gas-shunin-kou	2019	法令	問6	true_false	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:law:q06	none	0	[]	"[""gas-shunin:kou:2019:law:q06:s01"", ""gas-shunin:kou:2019:law:q06:s02"", ""gas-shunin:kou:2019:law:q06:s03"", ""gas-shunin:kou:2019:law:q06:s04"", ""gas-shunin:kou:2019:law:q06:s05""]"	firestore:chiefgasengineerlicense-A-10-0026,chiefgasengineerlicense-A-10-0027,chiefgasengineerlicense-A-10-0028,chiefgasengineerlicense-A-10-0029,chiefgasengineerlicense-A-10-0030	gas-shunin-kou:firestore:chiefgasengineerlicense-A-10-0026,chiefgasengineerlicense-A-10-0027,chiefgasengineerlicense-A-10-0028,chiefgasengineerlicense-A-10-0029,chiefgasengineerlicense-A-10-0030	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
41	phase_1_kou_existing_firestore	gas-shunin-kou	2019	法令	問7	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:law:q07	none	0	[]	"[""gas-shunin:kou:2019:law:q07:s01"", ""gas-shunin:kou:2019:law:q07:s02"", ""gas-shunin:kou:2019:law:q07:s03"", ""gas-shunin:kou:2019:law:q07:s04"", ""gas-shunin:kou:2019:law:q07:s05""]"	firestore:chiefgasengineerlicense-A-10-0031,chiefgasengineerlicense-A-10-0032,chiefgasengineerlicense-A-10-0033,chiefgasengineerlicense-A-10-0034,chiefgasengineerlicense-A-10-0035	gas-shunin-kou:firestore:chiefgasengineerlicense-A-10-0031,chiefgasengineerlicense-A-10-0032,chiefgasengineerlicense-A-10-0033,chiefgasengineerlicense-A-10-0034,chiefgasengineerlicense-A-10-0035	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
42	phase_1_kou_existing_firestore	gas-shunin-kou	2019	法令	問8	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:law:q08	none	0	[]	"[""gas-shunin:kou:2019:law:q08:s01"", ""gas-shunin:kou:2019:law:q08:s02"", ""gas-shunin:kou:2019:law:q08:s03"", ""gas-shunin:kou:2019:law:q08:s04"", ""gas-shunin:kou:2019:law:q08:s05""]"	firestore:chiefgasengineerlicense-A-10-0036,chiefgasengineerlicense-A-10-0037,chiefgasengineerlicense-A-10-0038,chiefgasengineerlicense-A-10-0039,chiefgasengineerlicense-A-10-0040	gas-shunin-kou:firestore:chiefgasengineerlicense-A-10-0036,chiefgasengineerlicense-A-10-0037,chiefgasengineerlicense-A-10-0038,chiefgasengineerlicense-A-10-0039,chiefgasengineerlicense-A-10-0040	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
43	phase_1_kou_existing_firestore	gas-shunin-kou	2019	法令	問9	true_false	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:law:q09	none	0	[]	"[""gas-shunin:kou:2019:law:q09:s01"", ""gas-shunin:kou:2019:law:q09:s02"", ""gas-shunin:kou:2019:law:q09:s03"", ""gas-shunin:kou:2019:law:q09:s04"", ""gas-shunin:kou:2019:law:q09:s05""]"	firestore:chiefgasengineerlicense-A-10-0041,chiefgasengineerlicense-A-10-0042,chiefgasengineerlicense-A-10-0043,chiefgasengineerlicense-A-10-0044,chiefgasengineerlicense-A-10-0045	gas-shunin-kou:firestore:chiefgasengineerlicense-A-10-0041,chiefgasengineerlicense-A-10-0042,chiefgasengineerlicense-A-10-0043,chiefgasengineerlicense-A-10-0044,chiefgasengineerlicense-A-10-0045	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
44	phase_1_kou_existing_firestore	gas-shunin-kou	2019	基礎理論	問1	flash_card	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:kiso:q01	none	0	[]	"[""gas-shunin:kou:2019:kiso:q01:s01"", ""gas-shunin:kou:2019:kiso:q01:s02"", ""gas-shunin:kou:2019:kiso:q01:s03"", ""gas-shunin:kou:2019:kiso:q01:s04"", ""gas-shunin:kou:2019:kiso:q01:s05""]"	firestore:chiefgasengineerlicense-C-10144,gasushunin-koushu-kiso-2019-1-2,gasushunin-koushu-kiso-2019-1-3,gasushunin-koushu-kiso-2019-1-4,gasushunin-koushu-kiso-2019-1-5	gas-shunin-kou:firestore:chiefgasengineerlicense-C-10144,gasushunin-koushu-kiso-2019-1-2,gasushunin-koushu-kiso-2019-1-3,gasushunin-koushu-kiso-2019-1-4,gasushunin-koushu-kiso-2019-1-5	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
45	phase_1_kou_existing_firestore	gas-shunin-kou	2019	基礎理論	問10	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:kiso:q10	none	0	[]	"[""gas-shunin:kou:2019:kiso:q10:s01"", ""gas-shunin:kou:2019:kiso:q10:s02"", ""gas-shunin:kou:2019:kiso:q10:s03"", ""gas-shunin:kou:2019:kiso:q10:s04"", ""gas-shunin:kou:2019:kiso:q10:s05""]"	firestore:chiefgasengineerlicense-C-10169,chiefgasengineerlicense-C-10170,chiefgasengineerlicense-C-10171,chiefgasengineerlicense-C-10172,chiefgasengineerlicense-C-10173	gas-shunin-kou:firestore:chiefgasengineerlicense-C-10169,chiefgasengineerlicense-C-10170,chiefgasengineerlicense-C-10171,chiefgasengineerlicense-C-10172,chiefgasengineerlicense-C-10173	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
46	phase_1_kou_existing_firestore	gas-shunin-kou	2019	基礎理論	問11	flash_card	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:kiso:q11	none	0	[]	"[""gas-shunin:kou:2019:kiso:q11:s01"", ""gas-shunin:kou:2019:kiso:q11:s02"", ""gas-shunin:kou:2019:kiso:q11:s03"", ""gas-shunin:kou:2019:kiso:q11:s04"", ""gas-shunin:kou:2019:kiso:q11:s05""]"	firestore:gasushunin-koushu-kiso-2019-11-1,gasushunin-koushu-kiso-2019-11-2,gasushunin-koushu-kiso-2019-11-3,chiefgasengineerlicense-C-10174,gasushunin-koushu-kiso-2019-11-5	gas-shunin-kou:firestore:gasushunin-koushu-kiso-2019-11-1,gasushunin-koushu-kiso-2019-11-2,gasushunin-koushu-kiso-2019-11-3,chiefgasengineerlicense-C-10174,gasushunin-koushu-kiso-2019-11-5	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
47	phase_1_kou_existing_firestore	gas-shunin-kou	2019	基礎理論	問12	flash_card	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:kiso:q12	none	0	[]	"[""gas-shunin:kou:2019:kiso:q12:s01"", ""gas-shunin:kou:2019:kiso:q12:s02"", ""gas-shunin:kou:2019:kiso:q12:s03"", ""gas-shunin:kou:2019:kiso:q12:s04"", ""gas-shunin:kou:2019:kiso:q12:s05""]"	firestore:gasushunin-koushu-kiso-2019-12-1,chiefgasengineerlicense-C-10175,gasushunin-koushu-kiso-2019-12-3,gasushunin-koushu-kiso-2019-12-4,gasushunin-koushu-kiso-2019-12-5	gas-shunin-kou:firestore:gasushunin-koushu-kiso-2019-12-1,chiefgasengineerlicense-C-10175,gasushunin-koushu-kiso-2019-12-3,gasushunin-koushu-kiso-2019-12-4,gasushunin-koushu-kiso-2019-12-5	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
48	phase_1_kou_existing_firestore	gas-shunin-kou	2019	基礎理論	問13	flash_card	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:kiso:q13	none	0	[]	"[""gas-shunin:kou:2019:kiso:q13:s01"", ""gas-shunin:kou:2019:kiso:q13:s02"", ""gas-shunin:kou:2019:kiso:q13:s03"", ""gas-shunin:kou:2019:kiso:q13:s04"", ""gas-shunin:kou:2019:kiso:q13:s05""]"	firestore:gasushunin-koushu-kiso-2019-13-1,gasushunin-koushu-kiso-2019-13-2,gasushunin-koushu-kiso-2019-13-3,chiefgasengineerlicense-C-10176,gasushunin-koushu-kiso-2019-13-5	gas-shunin-kou:firestore:gasushunin-koushu-kiso-2019-13-1,gasushunin-koushu-kiso-2019-13-2,gasushunin-koushu-kiso-2019-13-3,chiefgasengineerlicense-C-10176,gasushunin-koushu-kiso-2019-13-5	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
49	phase_1_kou_existing_firestore	gas-shunin-kou	2019	基礎理論	問14	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:kiso:q14	none	0	[]	"[""gas-shunin:kou:2019:kiso:q14:s01"", ""gas-shunin:kou:2019:kiso:q14:s02"", ""gas-shunin:kou:2019:kiso:q14:s03"", ""gas-shunin:kou:2019:kiso:q14:s04"", ""gas-shunin:kou:2019:kiso:q14:s05""]"	firestore:chiefgasengineerlicense-C-10177,chiefgasengineerlicense-C-10178,chiefgasengineerlicense-C-10179,chiefgasengineerlicense-C-10180,chiefgasengineerlicense-C-10181	gas-shunin-kou:firestore:chiefgasengineerlicense-C-10177,chiefgasengineerlicense-C-10178,chiefgasengineerlicense-C-10179,chiefgasengineerlicense-C-10180,chiefgasengineerlicense-C-10181	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
50	phase_1_kou_existing_firestore	gas-shunin-kou	2019	基礎理論	問15	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:kiso:q15	none	0	[]	"[""gas-shunin:kou:2019:kiso:q15:s01"", ""gas-shunin:kou:2019:kiso:q15:s02"", ""gas-shunin:kou:2019:kiso:q15:s03"", ""gas-shunin:kou:2019:kiso:q15:s04"", ""gas-shunin:kou:2019:kiso:q15:s05""]"	firestore:chiefgasengineerlicense-C-10182,chiefgasengineerlicense-C-10183,chiefgasengineerlicense-C-10184,chiefgasengineerlicense-C-10185,chiefgasengineerlicense-C-10186	gas-shunin-kou:firestore:chiefgasengineerlicense-C-10182,chiefgasengineerlicense-C-10183,chiefgasengineerlicense-C-10184,chiefgasengineerlicense-C-10185,chiefgasengineerlicense-C-10186	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_2.json
51	phase_1_kou_existing_firestore	gas-shunin-kou	2019	基礎理論	問2	flash_card	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:kiso:q02	none	0	[]	"[""gas-shunin:kou:2019:kiso:q02:s01"", ""gas-shunin:kou:2019:kiso:q02:s02"", ""gas-shunin:kou:2019:kiso:q02:s03"", ""gas-shunin:kou:2019:kiso:q02:s04"", ""gas-shunin:kou:2019:kiso:q02:s05""]"	firestore:gasushunin-koushu-kiso-2019-2-1,gasushunin-koushu-kiso-2019-2-2,chiefgasengineerlicense-C-10145,gasushunin-koushu-kiso-2019-2-4,gasushunin-koushu-kiso-2019-2-5	gas-shunin-kou:firestore:gasushunin-koushu-kiso-2019-2-1,gasushunin-koushu-kiso-2019-2-2,chiefgasengineerlicense-C-10145,gasushunin-koushu-kiso-2019-2-4,gasushunin-koushu-kiso-2019-2-5	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_3.json
52	phase_1_kou_existing_firestore	gas-shunin-kou	2019	基礎理論	問3	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:kiso:q03	none	0	[]	"[""gas-shunin:kou:2019:kiso:q03:s01"", ""gas-shunin:kou:2019:kiso:q03:s02"", ""gas-shunin:kou:2019:kiso:q03:s03"", ""gas-shunin:kou:2019:kiso:q03:s04"", ""gas-shunin:kou:2019:kiso:q03:s05""]"	firestore:chiefgasengineerlicense-C-10146,chiefgasengineerlicense-C-10147,chiefgasengineerlicense-C-10148,chiefgasengineerlicense-C-10149,chiefgasengineerlicense-C-10150	gas-shunin-kou:firestore:chiefgasengineerlicense-C-10146,chiefgasengineerlicense-C-10147,chiefgasengineerlicense-C-10148,chiefgasengineerlicense-C-10149,chiefgasengineerlicense-C-10150	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_3.json
53	phase_1_kou_existing_firestore	gas-shunin-kou	2019	基礎理論	問4	flash_card	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:kiso:q04	none	0	[]	"[""gas-shunin:kou:2019:kiso:q04:s01"", ""gas-shunin:kou:2019:kiso:q04:s02"", ""gas-shunin:kou:2019:kiso:q04:s03"", ""gas-shunin:kou:2019:kiso:q04:s04"", ""gas-shunin:kou:2019:kiso:q04:s05""]"	firestore:gasushunin-koushu-kiso-2019-4-1,gasushunin-koushu-kiso-2019-4-2,chiefgasengineerlicense-C-10151,gasushunin-koushu-kiso-2019-4-4,gasushunin-koushu-kiso-2019-4-5	gas-shunin-kou:firestore:gasushunin-koushu-kiso-2019-4-1,gasushunin-koushu-kiso-2019-4-2,chiefgasengineerlicense-C-10151,gasushunin-koushu-kiso-2019-4-4,gasushunin-koushu-kiso-2019-4-5	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_3.json
54	phase_1_kou_existing_firestore	gas-shunin-kou	2019	基礎理論	問5	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:kiso:q05	none	0	[]	"[""gas-shunin:kou:2019:kiso:q05:s01"", ""gas-shunin:kou:2019:kiso:q05:s02"", ""gas-shunin:kou:2019:kiso:q05:s03"", ""gas-shunin:kou:2019:kiso:q05:s04"", ""gas-shunin:kou:2019:kiso:q05:s05""]"	firestore:chiefgasengineerlicense-C-10152,chiefgasengineerlicense-C-10153,chiefgasengineerlicense-C-10154,chiefgasengineerlicense-C-10155,chiefgasengineerlicense-C-10156	gas-shunin-kou:firestore:chiefgasengineerlicense-C-10152,chiefgasengineerlicense-C-10153,chiefgasengineerlicense-C-10154,chiefgasengineerlicense-C-10155,chiefgasengineerlicense-C-10156	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_3.json
55	phase_1_kou_existing_firestore	gas-shunin-kou	2019	基礎理論	問6	flash_card	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2019:kiso:q06	none	0	[]	"[""gas-shunin:kou:2019:kiso:q06:s01"", ""gas-shunin:kou:2019:kiso:q06:s02"", ""gas-shunin:kou:2019:kiso:q06:s03"", ""gas-shunin:kou:2019:kiso:q06:s04"", ""gas-shunin:kou:2019:kiso:q06:s05""]"	firestore:gasushunin-koushu-kiso-2019-6-1,gasushunin-koushu-kiso-2019-6-2,gasushunin-koushu-kiso-2019-6-3,gasushunin-koushu-kiso-2019-6-4,chiefgasengineerlicense-C-10157	gas-shunin-kou:firestore:gasushunin-koushu-kiso-2019-6-1,gasushunin-koushu-kiso-2019-6-2,gasushunin-koushu-kiso-2019-6-3,gasushunin-koushu-kiso-2019-6-4,chiefgasengineerlicense-C-10157	output/gas-shunin-kou/questions_json/2019/00_source/question_2019_firestore_3.json
